 serial number,character,token,ferquency(pre million),
10591,闒,6,0.00316 ,
10592,鞳,6,0.00316 ,
10593,襨,6,0.00316 ,
10594,怹,6,0.00316 ,
10595,啴,6,0.00316 ,
10596,赕,6,0.00316 ,
10597,絛,6,0.00316 ,
10598,脦,6,0.00316 ,
10599,闐,6,0.00316 ,
10600,覜,6,0.00316 ,
10601,呫,6,0.00316 ,
10602,嵉,6,0.00316 ,
10603,穜,6,0.00316 ,
10604,糰,6,0.00316 ,
10605,頽,6,0.00316 ,
10606,襪,6,0.00316 ,
10607,芛,6,0.00316 ,
10608,骫,6,0.00316 ,
10609,唩,6,0.00316 ,
10610,撾,6,0.00316 ,
10611,禑,6,0.00316 ,
10612,鷡,6,0.00316 ,
10613,肸,6,0.00316 ,
10614,唽,6,0.00316 ,
10615,犠,6,0.00316 ,
10616,酅,6,0.00316 ,
10617,矖,6,0.00316 ,
10618,孅,6,0.00316 ,
10619,硍,6,0.00316 ,
10620,嚮,6,0.00316 ,
10621,屟,6,0.00316 ,
10622,僁,6,0.00316 ,
10623,褻,6,0.00316 ,
10624,邤,6,0.00316 ,
10625,舋,6,0.00316 ,
10626,狌,6,0.00316 ,
10627,煋,6,0.00316 ,
10628,堐,6,0.00316 ,
10629,篶,6,0.00316 ,
10630,塩,6,0.00316 ,
10631,巌,6,0.00316 ,
10632,揜,6,0.00316 ,
10633,檿,6,0.00316 ,
10634,眏,6,0.00316 ,
10635,昜,6,0.00316 ,
10636,敭,6,0.00316 ,
10637,鍚,6,0.00316 ,
10638,楧,6,0.00316 ,
10639,窰,6,0.00316 ,
10640,騕,6,0.00316 ,
10641,枼,6,0.00316 ,
10642,馌,6,0.00316 ,
10643,鹥,6,0.00316 ,
10644,扅,6,0.00316 ,
10645,頤,6,0.00316 ,
10646,衵,6,0.00316 ,
10647,軼,6,0.00316 ,
10648,慭,6,0.00316 ,
10649,覮,6,0.00316 ,
10650,灐,6,0.00316 ,
10651,楡,6,0.00316 ,
10652,嶼,6,0.00316 ,
10653,瘉,6,0.00316 ,
10654,隩,6,0.00316 ,
10655,鴥,6,0.00316 ,
10656,鐭,6,0.00316 ,
10657,伝,6,0.00316 ,
10658,褞,6,0.00316 ,
10659,腪,6,0.00316 ,
10660,醩,6,0.00316 ,
10661,鑿,6,0.00316 ,
10662,柤,6,0.00316 ,
10663,搾,6,0.00316 ,
10664,饘,6,0.00316 ,
10665,盄,6,0.00316 ,
10666,詔,6,0.00316 ,
10667,櫂,6,0.00316 ,
10668,葴,6,0.00316 ,
10669,掟,6,0.00316 ,
10670,禃,6,0.00316 ,
10671,躑,6,0.00316 ,
10672,疐,6,0.00316 ,
10673,泈,6,0.00316 ,
10674,诪,6,0.00316 ,
10675,紵,6,0.00316 ,
10676,晫,6,0.00316 ,
10677,胔,6,0.00316 ,
10678,総,6,0.00316 ,
10679,諏,6,0.00316 ,
10680,捘,6,0.00316 ,
10681,莋,6,0.00316 ,
10682,岞,6,0.00316 ,
10683,咗,6,0.00316 ,
10684,啀,5,0.00263 ,
10685,藹,5,0.00263 ,
10686,垵,5,0.00263 ,
10687,翺,5,0.00263 ,
10688,岰,5,0.00263 ,
10689,胈,5,0.00263 ,
10690,媬,5,0.00263 ,
10691,萡,5,0.00263 ,
10692,琫,5,0.00263 ,
10693,跰,5,0.00263 ,
10694,柲,5,0.00263 ,
10695,聛,5,0.00263 ,
10696,詖,5,0.00263 ,
10697,萹,5,0.00263 ,
10698,儦,5,0.00263 ,
10699,蟞,5,0.00263 ,
10700,髩,5,0.00263 ,
10701,鬢,5,0.00263 ,
10702,偋,5,0.00263 ,
10703,孹,5,0.00263 ,
10704,埰,5,0.00263 ,
10705,飡,5,0.00263 ,
10706,慚,5,0.00263 ,
10707,犲,5,0.00263 ,
10708,湹,5,0.00263 ,
10709,欃,5,0.00263 ,
10710,漅,5,0.00263 ,
10711,俥,5,0.00263 ,
10712,磣,5,0.00263 ,
10713,虰,5,0.00263 ,
10714,誠,5,0.00263 ,
10715,憕,5,0.00263 ,
10716,鴟,5,0.00263 ,
10717,鵄,5,0.00263 ,
10718,糦,5,0.00263 ,
10719,鶒,5,0.00263 ,
10720,埫,5,0.00263 ,
10721,紬,5,0.00263 ,
10722,臅,5,0.00263 ,
10723,巛,5,0.00263 ,
10724,瑽,5,0.00263 ,
10725,従,5,0.00263 ,
10726,誎,5,0.00263 ,
10727,縗,5,0.00263 ,
10728,綷,5,0.00263 ,
10729,竴,5,0.00263 ,
10730,醝,5,0.00263 ,
10731,迖,5,0.00263 ,
10732,呾,5,0.00263 ,
10733,逹,5,0.00263 ,
10734,恴,5,0.00263 ,
10735,滌,5,0.00263 ,
10736,汈,5,0.00263 ,
10737,凟,5,0.00263 ,
10738,瀆,5,0.00263 ,
10739,嚲,5,0.00263 ,
10740,堮,5,0.00263 ,
10741,齶,5,0.00263 ,
10742,薾,5,0.00263 ,
10743,邇,5,0.00263 ,
10744,閥,5,0.00263 ,
10745,販,5,0.00263 ,
10746,奜,5,0.00263 ,
10747,瀵,5,0.00263 ,
10748,僼,5,0.00263 ,
10749,鳯,5,0.00263 ,
10750,玞,5,0.00263 ,
10751,柎,5,0.00263 ,
10752,衭,5,0.00263 ,
10753,郂,5,0.00263 ,
10754,亁,5,0.00263 ,
10755,骭,5,0.00263 ,
10756,棡,5,0.00263 ,
10757,鴿,5,0.00263 ,
10758,畊,5,0.00263 ,
10759,骾,5,0.00263 ,
10760,泒,5,0.00263 ,
10761,罛,5,0.00263 ,
10762,祻,5,0.00263 ,
10763,観,5,0.00263 ,
10764,鑵,5,0.00263 ,
10765,撗,5,0.00263 ,
10766,帰,5,0.00263 ,
10767,烸,5,0.00263 ,
10768,哻,5,0.00263 ,
10769,甝,5,0.00263 ,
10770,鋡,5,0.00263 ,
10771,屽,5,0.00263 ,
10772,蠔,5,0.00263 ,
10773,抲,5,0.00263 ,
10774,哬,5,0.00263 ,
10775,鶡,5,0.00263 ,
10776,閧,5,0.00263 ,
10777,膴,5,0.00263 ,
10778,楜,5,0.00263 ,
10779,姡,5,0.00263 ,
10780,蘹,5,0.00263 ,
10781,狟,5,0.00263 ,
10782,逥,5,0.00263 ,
10783,瘣,5,0.00263 ,
10784,諱,5,0.00263 ,
10785,騞,5,0.00263 ,
10786,臛,5,0.00263 ,
10787,鳮,5,0.00263 ,
10788,齎,5,0.00263 ,
10789,蕀,5,0.00263 ,
10790,覬,5,0.00263 ,
10791,玾,5,0.00263 ,
10792,鳽,5,0.00263 ,
10793,澗,5,0.00263 ,
10794,瞷,5,0.00263 ,
10795,艦,5,0.00263 ,
10796,鳉,5,0.00263 ,
10797,挍,5,0.00263 ,
10798,卩,5,0.00263 ,
10799,詰,5,0.00263 ,
10800,毑,5,0.00263 ,
10801,觧,5,0.00263 ,
10802,凚,5,0.00263 ,
10803,痙,5,0.00263 ,
10804,誩,5,0.00263 ,
10805,捄,5,0.00263 ,
10806,跔,5,0.00263 ,
10807,鵙,5,0.00263 ,
10808,鋸,5,0.00263 ,
10809,瑴,5,0.00263 ,
10810,蹷,5,0.00263 ,
10811,戄,5,0.00263 ,
10812,鈞,5,0.00263 ,
10813,偘,5,0.00263 ,
10814,墈,5,0.00263 ,
10815,揢,5,0.00263 ,
10816,嵑,5,0.00263 ,
10817,鷇,5,0.00263 ,
10818,梡,5,0.00263 ,
10819,誆,5,0.00263 ,
10820,媿,5,0.00263 ,
10821,柆,5,0.00263 ,
10822,庲,5,0.00263 ,
10823,斕,5,0.00263 ,
10824,壈,5,0.00263 ,
10825,硠,5,0.00263 ,
10826,朖,5,0.00263 ,
10827,癆,5,0.00263 ,
10828,貍,5,0.00263 ,
10829,廲,5,0.00263 ,
10830,娳,5,0.00263 ,
10831,嗹,5,0.00263 ,
10832,鬛,5,0.00263 ,
10833,粦,5,0.00263 ,
10834,隣,5,0.00263 ,
10835,僯,5,0.00263 ,
10836,懰,5,0.00263 ,
10837,飀,5,0.00263 ,
10838,罶,5,0.00263 ,
10839,霤,5,0.00263 ,
10840,漋,5,0.00263 ,
10841,遱,5,0.00263 ,
10842,磠,5,0.00263 ,
10843,膢,5,0.00263 ,
10844,攣,5,0.00263 ,
10845,纙,5,0.00263 ,
10846,霡,5,0.00263 ,
10847,悗,5,0.00263 ,
10848,汒,5,0.00263 ,
10849,蠎,5,0.00263 ,
10850,匁,5,0.00263 ,
10851,貿,5,0.00263 ,
10852,脄,5,0.00263 ,
10853,愐,5,0.00263 ,
10854,苠,5,0.00263 ,
10855,莈,5,0.00263 ,
10856,麰,5,0.00263 ,
10857,莯,5,0.00263 ,
10858,撓,5,0.00263 ,
10859,筽,5,0.00263 ,
10860,蒎,5,0.00263 ,
10861,媻,5,0.00263 ,
10862,蹣,5,0.00263 ,
10863,伓,5,0.00263 ,
10864,氕,5,0.00263 ,
10865,頩,5,0.00263 ,
10866,廹,5,0.00263 ,
10867,慼,5,0.00263 ,
10868,磜,5,0.00263 ,
10869,繈,5,0.00263 ,
10870,懃,5,0.00263 ,
10871,搇,5,0.00263 ,
10872,訄,5,0.00263 ,
10873,唒,5,0.00263 ,
10874,蠤,5,0.00263 ,
10875,鼩,5,0.00263 ,
10876,灈,5,0.00263 ,
10877,牷,5,0.00263 ,
10878,埢,5,0.00263 ,
10879,亽,5,0.00263 ,
10880,袇,5,0.00263 ,
10881,姌,5,0.00263 ,
10882,獽,5,0.00263 ,
10883,壌,5,0.00263 ,
10884,仭,5,0.00263 ,
10885,驲,5,0.00263 ,
10886,氄,5,0.00263 ,
10887,楺,5,0.00263 ,
10888,耎,5,0.00263 ,
10889,喢,5,0.00263 ,
10890,賖,5,0.00263 ,
10891,舎,5,0.00263 ,
10892,懾,5,0.00263 ,
10893,腎,5,0.00263 ,
10894,苼,5,0.00263 ,
10895,蝨,5,0.00263 ,
10896,鸀,5,0.00263 ,
10897,涗,5,0.00263 ,
10898,箾,5,0.00263 ,
10899,虒,5,0.00263 ,
10900,罳,5,0.00263 ,
10901,罒,5,0.00263 ,
10902,覗,5,0.00263 ,
10903,睟,5,0.00263 ,
10904,潠,5,0.00263 ,
10905,簔,5,0.00263 ,
10906,颱,5,0.00263 ,
10907,铴,5,0.00263 ,
10908,劏,5,0.00263 ,
10909,鵜,5,0.00263 ,
10910,洟,5,0.00263 ,
10911,跕,5,0.00263 ,
10912,驖,5,0.00263 ,
10913,庝,5,0.00263 ,
10914,膧,5,0.00263 ,
10915,亠,5,0.00263 ,
10916,猯,5,0.00263 ,
10917,慱,5,0.00263 ,
10918,蹆,5,0.00263 ,
10919,蛻,5,0.00263 ,
10920,焞,5,0.00263 ,
10921,喎,5,0.00263 ,
10922,睕,5,0.00263 ,
10923,踠,5,0.00263 ,
10924,硊,5,0.00263 ,
10925,蒍,5,0.00263 ,
10926,僞,5,0.00263 ,
10927,煟,5,0.00263 ,
10928,絻,5,0.00263 ,
10929,暡,5,0.00263 ,
10930,仴,5,0.00263 ,
10931,鹀,5,0.00263 ,
10932,睎,5,0.00263 ,
10933,錫,5,0.00263 ,
10934,塈,5,0.00263 ,
10935,澙,5,0.00263 ,
10936,嚱,5,0.00263 ,
10937,轄,5,0.00263 ,
10938,秈,5,0.00263 ,
10939,銜,5,0.00263 ,
10940,饗,5,0.00263 ,
10941,嘐,5,0.00263 ,
10942,謞,5,0.00263 ,
10943,峫,5,0.00263 ,
10944,脋,5,0.00263 ,
10945,灺,5,0.00263 ,
10946,伈,5,0.00263 ,
10947,郉,5,0.00263 ,
10948,蘐,5,0.00263 ,
10949,娫,5,0.00263 ,
10950,暘,5,0.00263 ,
10951,颺,5,0.00263 ,
10952,榚,5,0.00263 ,
10953,葯,5,0.00263 ,
10954,匜,5,0.00263 ,
10955,柂,5,0.00263 ,
10956,佁,5,0.00263 ,
10957,帟,5,0.00263 ,
10958,勚,5,0.00263 ,
10959,獈,5,0.00263 ,
10960,縊,5,0.00263 ,
10961,檍,5,0.00263 ,
10962,豷,5,0.00263 ,
10963,饐,5,0.00263 ,
10964,犾,5,0.00263 ,
10965,珢,5,0.00263 ,
10966,婬,5,0.00263 ,
10967,鮣,5,0.00263 ,
10968,巆,5,0.00263 ,
10969,鞕,5,0.00263 ,
10970,槦,5,0.00263 ,
10971,噰,5,0.00263 ,
10972,嚘,5,0.00263 ,
10973,庮,5,0.00263 ,
10974,铕,5,0.00263 ,
10975,狖,5,0.00263 ,
10976,砡,5,0.00263 ,
10977,薁,5,0.00263 ,
10978,蚖,5,0.00263 ,
10979,蝯,5,0.00263 ,
10980,矱,5,0.00263 ,
10981,鈅,5,0.00263 ,
10982,涢,5,0.00263 ,
10983,雑,5,0.00263 ,
10984,兂,5,0.00263 ,
10985,柵,5,0.00263 ,
10986,鳣,5,0.00263 ,
10987,棧,5,0.00263 ,
10988,埑,5,0.00263 ,
10989,碪,5,0.00263 ,
10990,裖,5,0.00263 ,
10991,眹,5,0.00263 ,
10992,箏,5,0.00263 ,
10993,祬,5,0.00263 ,
10994,抧,5,0.00263 ,
10995,墆,5,0.00263 ,
10996,礩,5,0.00263 ,
10997,淍,5,0.00263 ,
10998,謅,5,0.00263 ,
10999,咮,5,0.00263 ,
11000,僽,5,0.00263 ,
11001,鋳,5,0.00263 ,
11002,鵫,5,0.00263 ,
11003,漬,5,0.00263 ,
11004,棸,5,0.00263 ,
11005,籫,5,0.00263 ,
11006,祽,5,0.00263 ,
11007,檇,5,0.00263 ,
11008,餲,4,0.00211 ,
11009,諳,4,0.00211 ,
11010,洝,4,0.00211 ,
11011,垇,4,0.00211 ,
11012,癹,4,0.00211 ,
11013,跁,4,0.00211 ,
11014,挀,4,0.00211 ,
11015,薭,4,0.00211 ,
11016,褩,4,0.00211 ,
11017,幇,4,0.00211 ,
11018,牓,4,0.00211 ,
11019,琲,4,0.00211 ,
11020,柀,4,0.00211 ,
11021,貶,4,0.00211 ,
11022,虌,4,0.00211 ,
11023,冫,4,0.00211 ,
11024,馞,4,0.00211 ,
11025,蘗,4,0.00211 ,
11026,鳪,4,0.00211 ,
11027,咘,4,0.00211 ,
11028,戝,4,0.00211 ,
11029,黲,4,0.00211 ,
11030,凔,4,0.00211 ,
11031,摻,4,0.00211 ,
11032,闡,4,0.00211 ,
11033,烢,4,0.00211 ,
11034,諶,4,0.00211 ,
11035,庱,4,0.00211 ,
11036,恜,4,0.00211 ,
11037,懤,4,0.00211 ,
11038,櫉,4,0.00211 ,
11039,鶵,4,0.00211 ,
11040,舩,4,0.00211 ,
11041,歂,4,0.00211 ,
11042,汌,4,0.00211 ,
11043,醕,4,0.00211 ,
11044,逴,4,0.00211 ,
11045,擉,4,0.00211 ,
11046,茦,4,0.00211 ,
11047,噈,4,0.00211 ,
11048,皠,4,0.00211 ,
11049,脃,4,0.00211 ,
11050,墶,4,0.00211 ,
11051,荙,4,0.00211 ,
11052,躂,4,0.00211 ,
11053,襶,4,0.00211 ,
11054,酖,4,0.00211 ,
11055,帎,4,0.00211 ,
11056,窞,4,0.00211 ,
11057,瓽,4,0.00211 ,
11058,鍀,4,0.00211 ,
11059,玓,4,0.00211 ,
11060,嶳,4,0.00211 ,
11061,蒧,4,0.00211 ,
11062,窵,4,0.00211 ,
11063,詄,4,0.00211 ,
11064,颩,4,0.00211 ,
11065,蕫,4,0.00211 ,
11066,闘,4,0.00211 ,
11067,竇,4,0.00211 ,
11068,仛,4,0.00211 ,
11069,喥,4,0.00211 ,
11070,鐸,4,0.00211 ,
11071,躱,4,0.00211 ,
11072,鵞,4,0.00211 ,
11073,蕚,4,0.00211 ,
11074,陑,4,0.00211 ,
11075,鲕,4,0.00211 ,
11076,髪,4,0.00211 ,
11077,訉,4,0.00211 ,
11078,盕,4,0.00211 ,
11079,坆,4,0.00211 ,
11080,蚠,4,0.00211 ,
11081,缻,4,0.00211 ,
11082,帗,4,0.00211 ,
11083,輻,4,0.00211 ,
11084,姟,4,0.00211 ,
11085,忋,4,0.00211 ,
11086,汵,4,0.00211 ,
11087,檊,4,0.00211 ,
11088,矼,4,0.00211 ,
11089,藳,4,0.00211 ,
11090,筶,4,0.00211 ,
11091,誥,4,0.00211 ,
11092,裓,4,0.00211 ,
11093,觡,4,0.00211 ,
11094,菮,4,0.00211 ,
11095,嗰,4,0.00211 ,
11096,羾,4,0.00211 ,
11097,簼,4,0.00211 ,
11098,唂,4,0.00211 ,
11099,軱,4,0.00211 ,
11100,鮕,4,0.00211 ,
11101,淈,4,0.00211 ,
11102,騧,4,0.00211 ,
11103,叧,4,0.00211 ,
11104,罫,4,0.00211 ,
11105,覌,4,0.00211 ,
11106,閨,4,0.00211 ,
11107,膭,4,0.00211 ,
11108,庪,4,0.00211 ,
11109,劊,4,0.00211 ,
11110,彍,4,0.00211 ,
11111,虷,4,0.00211 ,
11112,鋎,4,0.00211 ,
11113,雗,4,0.00211 ,
11114,妔,4,0.00211 ,
11115,籇,4,0.00211 ,
11116,灴,4,0.00211 ,
11117,宖,4,0.00211 ,
11118,錿,4,0.00211 ,
11119,鳠,4,0.00211 ,
11120,糀,4,0.00211 ,
11121,懐,4,0.00211 ,
11122,壊,4,0.00211 ,
11123,嚾,4,0.00211 ,
11124,偟,4,0.00211 ,
11125,揘,4,0.00211 ,
11126,艎,4,0.00211 ,
11127,穔,4,0.00211 ,
11128,兤,4,0.00211 ,
11129,榥,4,0.00211 ,
11130,暉,4,0.00211 ,
11131,睳,4,0.00211 ,
11132,褘,4,0.00211 ,
11133,噅,4,0.00211 ,
11134,燬,4,0.00211 ,
11135,橞,4,0.00211 ,
11136,焝,4,0.00211 ,
11137,偮,4,0.00211 ,
11138,耤,4,0.00211 ,
11139,鷑,4,0.00211 ,
11140,鮆,4,0.00211 ,
11141,檵,4,0.00211 ,
11142,榎,4,0.00211 ,
11143,葏,4,0.00211 ,
11144,箋,4,0.00211 ,
11145,緘,4,0.00211 ,
11146,篯,4,0.00211 ,
11147,梘,4,0.00211 ,
11148,瞼,4,0.00211 ,
11149,瀽,4,0.00211 ,
11150,絳,4,0.00211 ,
11151,畺,4,0.00211 ,
11152,鵁,4,0.00211 ,
11153,鷮,4,0.00211 ,
11154,繳,4,0.00211 ,
11155,譑,4,0.00211 ,
11156,煯,4,0.00211 ,
11157,鶛,4,0.00211 ,
11158,刦,4,0.00211 ,
11159,袺,4,0.00211 ,
11160,枃,4,0.00211 ,
11161,頚,4,0.00211 ,
11162,冋,4,0.00211 ,
11163,廄,4,0.00211 ,
11164,砠,4,0.00211 ,
11165,腒,4,0.00211 ,
11166,駒,4,0.00211 ,
11167,鴡,4,0.00211 ,
11168,鶋,4,0.00211 ,
11169,犑,4,0.00211 ,
11170,怚,4,0.00211 ,
11171,飬,4,0.00211 ,
11172,屩,4,0.00211 ,
11173,亅,4,0.00211 ,
11174,趹,4,0.00211 ,
11175,鶌,4,0.00211 ,
11176,垰,4,0.00211 ,
11177,鱇,4,0.00211 ,
11178,邟,4,0.00211 ,
11179,薖,4,0.00211 ,
11180,頦,4,0.00211 ,
11181,礚,4,0.00211 ,
11182,渇,4,0.00211 ,
11183,涳,4,0.00211 ,
11184,瞉,4,0.00211 ,
11185,絝,4,0.00211 ,
11186,誑,4,0.00211 ,
11187,鵟,4,0.00211 ,
11188,鄈,4,0.00211 ,
11189,煃,4,0.00211 ,
11190,樻,4,0.00211 ,
11191,鵾,4,0.00211 ,
11192,霩,4,0.00211 ,
11193,倈,4,0.00211 ,
11194,顟,4,0.00211 ,
11195,耮,4,0.00211 ,
11196,塁,4,0.00211 ,
11197,讄,4,0.00211 ,
11198,鸓,4,0.00211 ,
11199,棃,4,0.00211 ,
11200,斄,4,0.00211 ,
11201,砅,4,0.00211 ,
11202,蒞,4,0.00211 ,
11203,暦,4,0.00211 ,
11204,鴗,4,0.00211 ,
11205,犡,4,0.00211 ,
11206,皪,4,0.00211 ,
11207,礫,4,0.00211 ,
11208,攦,4,0.00211 ,
11209,慩,4,0.00211 ,
11210,魎,4,0.00211 ,
11211,竂,4,0.00211 ,
11212,簝,4,0.00211 ,
11213,浖,4,0.00211 ,
11214,睙,4,0.00211 ,
11215,鏻,4,0.00211 ,
11216,廩,4,0.00211 ,
11217,癝,4,0.00211 ,
11218,鹠,4,0.00211 ,
11219,耬,4,0.00211 ,
11220,螻,4,0.00211 ,
11221,鏤,4,0.00211 ,
11222,滷,4,0.00211 ,
11223,勠,4,0.00211 ,
11224,踛,4,0.00211 ,
11225,驢,4,0.00211 ,
11226,哷,4,0.00211 ,
11227,鵅,4,0.00211 ,
11228,嫲,4,0.00211 ,
11229,犘,4,0.00211 ,
11230,祃,4,0.00211 ,
11231,髳,4,0.00211 ,
11232,嚰,4,0.00211 ,
11233,呅,4,0.00211 ,
11234,鋂,4,0.00211 ,
11235,蝱,4,0.00211 ,
11236,鯭,4,0.00211 ,
11237,幎,4,0.00211 ,
11238,濗,4,0.00211 ,
11239,黽,4,0.00211 ,
11240,蠠,4,0.00211 ,
11241,謩,4,0.00211 ,
11242,劘,4,0.00211 ,
11243,慔,4,0.00211 ,
11244,廼,4,0.00211 ,
11245,褦,4,0.00211 ,
11246,儗,4,0.00211 ,
11247,惄,4,0.00211 ,
11248,鸋,4,0.00211 ,
11249,儂,4,0.00211 ,
11250,笯,4,0.00211 ,
11251,駑,4,0.00211 ,
11252,鳑,4,0.00211 ,
11253,麅,4,0.00211 ,
11254,毰,4,0.00211 ,
11255,漰,4,0.00211 ,
11256,錋,4,0.00211 ,
11257,翍,4,0.00211 ,
11258,礕,4,0.00211 ,
11259,闝,4,0.00211 ,
11260,砯,4,0.00211 ,
11261,帡,4,0.00211 ,
11262,箁,4,0.00211 ,
11263,掑,4,0.00211 ,
11264,鵸,4,0.00211 ,
11265,鶀,4,0.00211 ,
11266,岒,4,0.00211 ,
11267,扲,4,0.00211 ,
11268,鉗,4,0.00211 ,
11269,繾,4,0.00211 ,
11270,斨,4,0.00211 ,
11271,蹌,4,0.00211 ,
11272,癿,4,0.00211 ,
11273,嶔,4,0.00211 ,
11274,抋,4,0.00211 ,
11275,卭,4,0.00211 ,
11276,瞏,4,0.00211 ,
11277,逎,4,0.00211 ,
11278,銶,4,0.00211 ,
11279,岨,4,0.00211 ,
11280,烇,4,0.00211 ,
11281,韏,4,0.00211 ,
11282,搉,4,0.00211 ,
11283,羣,4,0.00211 ,
11284,遶,4,0.00211 ,
11285,魜,4,0.00211 ,
11286,纴,4,0.00211 ,
11287,鴽,4,0.00211 ,
11288,醹,4,0.00211 ,
11289,鱬,4,0.00211 ,
11290,堧,4,0.00211 ,
11291,愞,4,0.00211 ,
11292,慅,4,0.00211 ,
11293,氉,4,0.00211 ,
11294,篸,4,0.00211 ,
11295,幓,4,0.00211 ,
11296,澘,4,0.00211 ,
11297,晱,4,0.00211 ,
11298,墠,4,0.00211 ,
11299,殤,4,0.00211 ,
11300,觴,4,0.00211 ,
11301,虵,4,0.00211 ,
11302,頣,4,0.00211 ,
11303,瑡,4,0.00211 ,
11304,旹,4,0.00211 ,
11305,疎,4,0.00211 ,
11306,橾,4,0.00211 ,
11307,鮛,4,0.00211 ,
11308,藷,4,0.00211 ,
11309,誜,4,0.00211 ,
11310,灀,4,0.00211 ,
11311,糹,4,0.00211 ,
11312,慫,4,0.00211 ,
11313,訟,4,0.00211 ,
11314,醙,4,0.00211 ,
11315,藪,4,0.00211 ,
11316,傃,4,0.00211 ,
11317,鋉,4,0.00211 ,
11318,飱,4,0.00211 ,
11319,嗩,4,0.00211 ,
11320,榙,4,0.00211 ,
11321,涾,4,0.00211 ,
11322,禢,4,0.00211 ,
11323,痑,4,0.00211 ,
11324,嘽,4,0.00211 ,
11325,襢,4,0.00211 ,
11326,舕,4,0.00211 ,
11327,鞺,4,0.00211 ,
11328,嵣,4,0.00211 ,
11329,漟,4,0.00211 ,
11330,赯,4,0.00211 ,
11331,幍,4,0.00211 ,
11332,匋,4,0.00211 ,
11333,膯,4,0.00211 ,
11334,謄,4,0.00211 ,
11335,虅,4,0.00211 ,
11336,恌,4,0.00211 ,
11337,芀,4,0.00211 ,
11338,蓨,4,0.00211 ,
11339,鯈,4,0.00211 ,
11340,誂,4,0.00211 ,
11341,怗,4,0.00211 ,
11342,鐡,4,0.00211 ,
11343,楟,4,0.00211 ,
11344,娗,4,0.00211 ,
11345,氃,4,0.00211 ,
11346,慟,4,0.00211 ,
11347,敨,4,0.00211 ,
11348,捸,4,0.00211 ,
11349,鼵,4,0.00211 ,
11350,鵌,4,0.00211 ,
11351,迌,4,0.00211 ,
11352,鵵,4,0.00211 ,
11353,団,4,0.00211 ,
11354,鏄,4,0.00211 ,
11355,穨,4,0.00211 ,
11356,黗,4,0.00211 ,
11357,陁,4,0.00211 ,
11358,紽,4,0.00211 ,
11359,橢,4,0.00211 ,
11360,搲,4,0.00211 ,
11361,輓,4,0.00211 ,
11362,嶶,4,0.00211 ,
11363,痏,4,0.00211 ,
11364,蔿,4,0.00211 ,
11365,轀,4,0.00211 ,
11366,猧,4,0.00211 ,
11367,捰,4,0.00211 ,
11368,弙,4,0.00211 ,
11369,汚,4,0.00211 ,
11370,扤,4,0.00211 ,
11371,悮,4,0.00211 ,
11372,忚,4,0.00211 ,
11373,赥,4,0.00211 ,
11374,搳,4,0.00211 ,
11375,杴,4,0.00211 ,
11376,纎,4,0.00211 ,
11377,嫺,4,0.00211 ,
11378,臽,4,0.00211 ,
11379,僩,4,0.00211 ,
11380,饟,4,0.00211 ,
11381,啋,4,0.00211 ,
11382,絏,4,0.00211 ,
11383,夑,4,0.00211 ,
11384,盺,4,0.00211 ,
11385,諝,4,0.00211 ,
11386,咺,4,0.00211 ,
11387,眴,4,0.00211 ,
11388,澩,4,0.00211 ,
11389,吷,4,0.00211 ,
11390,勛,4,0.00211 ,
11391,潯,4,0.00211 ,
11392,殾,4,0.00211 ,
11393,崕,4,0.00211 ,
11394,穵,4,0.00211 ,
11395,莚,4,0.00211 ,
11396,綖,4,0.00211 ,
11397,扊,4,0.00211 ,
11398,騐,4,0.00211 ,
11399,炴,4,0.00211 ,
11400,抭,4,0.00211 ,
11401,鴢,4,0.00211 ,
11402,敼,4,0.00211 ,
11403,伇,4,0.00211 ,
11404,忔,4,0.00211 ,
11405,埶,4,0.00211 ,
11406,歝,4,0.00211 ,
11407,驛,4,0.00211 ,
11408,粌,4,0.00211 ,
11409,茚,4,0.00211 ,
11410,癊,4,0.00211 ,
11411,濴,4,0.00211 ,
11412,矨,4,0.00211 ,
11413,浧,4,0.00211 ,
11414,廮,4,0.00211 ,
11415,栐,4,0.00211 ,
11416,滺,4,0.00211 ,
11417,輶,4,0.00211 ,
11418,紆,4,0.00211 ,
11419,歈,4,0.00211 ,
11420,羭,4,0.00211 ,
11421,輿,4,0.00211 ,
11422,悆,4,0.00211 ,
11423,焴,4,0.00211 ,
11424,蒮,4,0.00211 ,
11425,繘,4,0.00211 ,
11426,醧,4,0.00211 ,
11427,鴛,4,0.00211 ,
11428,鵷,4,0.00211 ,
11429,厡,4,0.00211 ,
11430,縁,4,0.00211 ,
11431,羱,4,0.00211 ,
11432,衏,4,0.00211 ,
11433,禐,4,0.00211 ,
11434,禴,4,0.00211 ,
11435,篔,4,0.00211 ,
11436,殞,4,0.00211 ,
11437,磼,4,0.00211 ,
11438,洅,4,0.00211 ,
11439,灒,4,0.00211 ,
11440,駔,4,0.00211 ,
11441,歵,4,0.00211 ,
11442,鋥,4,0.00211 ,
11443,迊,4,0.00211 ,
11444,齄,4,0.00211 ,
11445,閘,4,0.00211 ,
11446,醡,4,0.00211 ,
11447,斎,4,0.00211 ,
11448,嶦,4,0.00211 ,
11449,桟,4,0.00211 ,
11450,轏,4,0.00211 ,
11451,窼,4,0.00211 ,
11452,悊,4,0.00211 ,
11453,殝,4,0.00211 ,
11454,鍖,4,0.00211 ,
